"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri May 02 09:26:33 GMT 2025","Fri May 02 09:26:42 GMT 2025","9089","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadTwoUsersWhereBothWithoutSex","Try to upload two users, when both are with no Sex - API Test","Gets 409 status code and verifies response"
"failed","Fri May 02 09:33:31 GMT 2025","Fri May 02 09:33:40 GMT 2025","9059","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateUserWhenChangeTheFieldsOrderInNewValues","Update User, when changed fields order of userNewValues - API Test","Updates a user and verifies status code and response"
"failed","Fri May 02 09:26:05 GMT 2025","Fri May 02 09:26:14 GMT 2025","9105","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadTwoUsersWithIncorrectZipCode","Try to upload two users, when Zip code is incorrect for one user - API Test","Gets 424 status code and verifies response"
"failed","Fri May 02 09:34:44 GMT 2025","Fri May 02 09:34:53 GMT 2025","9062","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","","com.coherentsolutions.java.restapi.testing.test.DeleteUserTest","testDeleteUserWithEmptyBodyRequest","Get 409 status code when try to delete user, provided empty body request - API Test","Verifies the status code and response when sends DELETE request with an empty body"
"failed","Fri May 02 09:36:05 GMT 2025","Fri May 02 09:36:14 GMT 2025","9064","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateZipCode","Update User's Sex, age is missed in userNewValues - API Test","Updates a user and verifies status code and response"
"failed","Fri May 02 09:31:24 GMT 2025","Fri May 02 09:31:33 GMT 2025","9067","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","getUsers","Get Users - API Test","Gets created users and verifies status code and response"
"failed","Fri May 02 09:26:42 GMT 2025","Fri May 02 09:26:51 GMT 2025","9107","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadTwoUsersWithIncorrectTwoZipCodes","Try to upload two users, when Zip code is incorrect for both of them - API Test","Gets 424 status code and verifies response"
"failed","Fri May 02 09:31:15 GMT 2025","Fri May 02 09:31:24 GMT 2025","9231","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","getUsersYoungerThanAgeWhenParameterOnBorderOrIncorrect","Get Users younger than border or incorrect parameters - API Test","Tries to get created users younger than parameter and verifies status code and response"
"failed","Fri May 02 09:37:45 GMT 2025","Fri May 02 09:37:54 GMT 2025","9060","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWhenChangeTheFieldsOrderInNewValues","Update User, when changed fields order of userNewValues - API Test","Updates a user and verifies status code and response"
"failed","Fri May 02 09:29:44 GMT 2025","Fri May 02 09:29:53 GMT 2025","9177","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","","com.coherentsolutions.java.restapi.testing.test.GetUsersTest","getUsersBySex","Get Users by Sex - API Test","Gets created users by sex (lower case) and verifies status code and response"
"failed","Fri May 02 09:33:58 GMT 2025","Fri May 02 09:34:07 GMT 2025","9070","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateUserAllValues","Update User's all values - API Test","Updates a user and verifies status code and response"
"failed","Fri May 02 09:32:55 GMT 2025","Fri May 02 09:33:04 GMT 2025","9066","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateUserWithTheSameData","Update User's all values are the same - API Test","Updates a user and verifies status code and response"
"failed","Fri May 02 09:32:19 GMT 2025","Fri May 02 09:32:28 GMT 2025","9090","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateUserWhenIncorrectZipCode","Try to update a user, when incorrect Zip code in userNewValues - API Test","Gets 424 status code and verifies initial user is not updated"
"failed","Fri May 02 09:37:18 GMT 2025","Fri May 02 09:37:27 GMT 2025","9062","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPatchTest","updateUserWhenAllNewValuesAreNull","Try to update a user, when all values are null in userNewValues - API Test","Gets 409 status code and verifies initial user is not updated"
"failed","Fri May 02 09:32:28 GMT 2025","Fri May 02 09:32:37 GMT 2025","9080","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","","com.coherentsolutions.java.restapi.testing.test.UpdateUserByPutTest","updateUserWhenNameIsMissed","Try to update a user, when Name is missed in userNewValues - API Test","Gets 409 status code and verifies initial user is not updated"
"failed","Fri May 02 09:28:22 GMT 2025","Fri May 02 09:28:31 GMT 2025","9097","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","","com.coherentsolutions.java.restapi.testing.test.UploadUsersTest","testUploadTwoUsersWithUnavailableZipCode","Try to upload two users, when Zip code is unavailable for one user - API Test","Gets 424 status code and verifies response"
